,img_path,caption
720,./image/Princess_Mononoke_63.jpg,a woman sitting on top of a white dog
721,./image/Princess_Mononoke_64.jpg,a group of people standing in a forest next to a wolf
722,./image/Princess_Mononoke_65.jpg,a woman with a knife in her mouth
723,./image/Princess_Mononoke_66.jpg,a group of people standing in the middle of a forest
724,./image/Princess_Mononoke_67.jpg,a man riding on the back of a cow next to a woman
725,./image/Princess_Mononoke_68.jpg,a goat with horns and a harness around its neck
726,./image/Princess_Mononoke_69.jpg,a woman in a fox mask sitting on the ground
727,./image/Princess_Mononoke_7.jpg,a group of cartoon figures in a forest
728,./image/Princess_Mononoke_70.jpg,a close up of a person with a cat's face
729,./image/Princess_Mononoke_71.jpg,a woman sitting on top of a white wolf next to a man
730,./image/Princess_Mononoke_72.jpg,a digital painting of a blue dragon in the night sky
731,./image/Princess_Mononoke_73.jpg,a cartoon character standing in the middle of a forest
732,./image/Princess_Mononoke_74.jpg,a woman in a red hat and fur coat
733,./image/Princess_Mononoke_75.jpg,a woman in a blue shirt standing in a forest
734,./image/Princess_Mononoke_78.jpg,a painting of a group of people standing in the middle of a forest
735,./image/Princess_Mononoke_79.jpg,a person in a red hood and a cow
736,./image/Princess_Mononoke_8.jpg,a person laying in a field of tall grass
737,./image/Princess_Mononoke_80.jpg,a woman holding a horse in a forest
738,./image/Princess_Mononoke_81.jpg,an animated scene of a man riding a horse
739,./image/Princess_Mononoke_82.jpg,a group of white dogs standing next to each other
740,./image/Princess_Mononoke_83.jpg,a man riding on the back of a brown and white horse
741,./image/Princess_Mononoke_84.jpg,a woman in a white shirt holding a pair of scissors
742,./image/Princess_Mononoke_85.jpg,a horned animal standing in a body of water
743,./image/Princess_Mononoke_86.jpg,a person wearing a mask and holding a knife
744,./image/Princess_Mononoke_9.jpg,a man holding a bow and arrow in front of a mountain
745,./image/Spirited_Away_1.jpg,a strange looking object with eyes and a nose
746,./image/Spirited_Away_10.jpg,a woman laying in bed with her eyes closed
747,./image/Spirited_Away_11.jpg,a young girl holding a necklace in a room
748,./image/Spirited_Away_12.jpg,a tall building with a green roof next to a tree
749,./image/Spirited_Away_13.jpg,two girls sitting in the grass reading a book
750,./image/Spirited_Away_14.jpg,a person walking on a beach with a cell phone to their ear
751,./image/Spirited_Away_15.jpg,a frog with a scarf around its neck
752,./image/Spirited_Away_16.jpg,a girl in a green and white striped shirt holding a toothbrush
753,./image/Spirited_Away_17.jpg,a person sitting at a table with a ball of yarn
754,./image/Spirited_Away_18.jpg,a woman standing in front of a tree
755,./image/Spirited_Away_19.jpg,a woman standing in front of a red fence
756,./image/Spirited_Away_2.jpg,a cartoon character standing in front of a bunch of black balls
757,./image/Spirited_Away_20.jpg,a woman standing on a train looking out the window
758,./image/Spirited_Away_21.jpg,a person with a mask on holding a cigarette
759,./image/Spirited_Away_22.jpg,a person walking on a train track next to the ocean
760,./image/Spirited_Away_23.jpg,a girl standing in front of a bunch of flowers
761,./image/Spirited_Away_24.jpg,a couple of people that are standing in the dirt
762,./image/Spirited_Away_25.jpg,a bird with a green hat sitting on a red bench
763,./image/Spirited_Away_26.jpg,a girl sitting on a dragon with her hand in her pocket
764,./image/Spirited_Away_27.jpg,a couple of people flying through the air
765,./image/Spirited_Away_28.jpg,two people standing on a red bridge looking at the stars
766,./image/Spirited_Away_29.jpg,a couple of anime characters sitting next to each other
767,./image/Spirited_Away_3.jpg,a painting of a woman walking down a set of stairs
768,./image/Spirited_Away_30.jpg,a woman in a pink dress standing on a red bridge
769,./image/Spirited_Away_31.jpg,a woman in a white shirt and green hair
770,./image/Spirited_Away_32.jpg,a large red building with a green roof
771,./image/Spirited_Away_33.jpg,a person with a plate of food in front of a person with a mask on
772,./image/Spirited_Away_34.jpg,a young girl holding an apple in her hand
773,./image/Spirited_Away_35.jpg,a person standing on a bridge in front of a building
774,./image/Spirited_Away_36.jpg,a bunch of yellow ducks sitting in a bowl
775,./image/Spirited_Away_37.jpg,a woman standing next to a dragon on a field
776,./image/Spirited_Away_38.jpg,a couple of people standing on top of a balcony
777,./image/Spirited_Away_39.jpg,a couple of people that are laying down
778,./image/Spirited_Away_4.jpg,a cartoon of a man laying on a bench
779,./image/Spirited_Away_40.jpg,a cartoon character flying through the air
780,./image/Spirited_Away_41.jpg,a woman with black hair standing in front of flowers
781,./image/Spirited_Away_42.jpg,a woman sitting at a table next to a pile of yarn
782,./image/Spirited_Away_43.jpg,a woman with short black hair and a white shirt
783,./image/Spirited_Away_44.jpg,a painting of a house on a small island
784,./image/Spirited_Away_45.jpg,a couple of people standing next to each other
785,./image/Spirited_Away_46.jpg,a woman riding on the back of a white dragon
786,./image/Spirited_Away_47.jpg,a girl sitting in the back of a car holding flowers
787,./image/Spirited_Away_48.jpg,a woman in a kimono standing on a red bridge
788,./image/Spirited_Away_49.jpg,a woman riding on the back of a white dragon
789,./image/Spirited_Away_5.jpg,a person wearing a mask standing in front of a door
790,./image/Spirited_Away_50.jpg,a girl standing in front of a building at night
791,./image/Spirited_Away_51.jpg,a couple of girls standing next to each other
792,./image/Spirited_Away_52.jpg,a person in a spirited costume standing in front of a pile of food
793,./image/Spirited_Away_53.jpg,a woman in a pink dress running next to a white dragon
794,./image/Spirited_Away_54.jpg,a person wearing a mask standing in front of a bush
795,./image/Spirited_Away_55.jpg,a bunch of birds that are in a bowl
796,./image/Spirited_Away_56.jpg,a boy in a red shirt is standing in a barrel
797,./image/Spirited_Away_57.jpg,a painting of a building with a red bridge in front of it
798,./image/Spirited_Away_58.jpg,a couple of women sitting next to each other
799,./image/Spirited_Away_59.jpg,a painting of a house on a small island
800,./image/Spirited_Away_6.jpg,a black and white cartoon character leaning against a tree
801,./image/Spirited_Away_60.jpg,a bunch of yellow birds are in a basket
802,./image/Spirited_Away_62.jpg,a couple of people that are sitting in the grass
803,./image/Spirited_Away_63.jpg,a woman sitting in front of a window next to a person with a mask on
804,./image/Spirited_Away_65.jpg,a bunch of ducks that are sitting on a table
805,./image/Spirited_Away_66.jpg,a dragon flying in the sky with a full moon in the background
806,./image/Spirited_Away_67.jpg,a woman standing next to a man on a train
807,./image/Spirited_Away_68.jpg,a girl in a pink shirt looking at flowers
808,./image/Spirited_Away_69.jpg,two people in a boat in the water
809,./image/Spirited_Away_7.jpg,a woman in a red dress holding a stick
810,./image/Spirited_Away_70.jpg,a young girl is holding an apple in her hand
811,./image/Spirited_Away_71.jpg,a close up of a person with green hair
812,./image/Spirited_Away_72.jpg,a couple of people standing next to each other
813,./image/Spirited_Away_73.jpg,a couple of people that are hugging each other
814,./image/Spirited_Away_74.jpg,a couple of kids that are walking together
815,./image/Spirited_Away_75.jpg,a woman flying through the air on top of a metal object
816,./image/Spirited_Away_76.jpg,a girl crouches in front of a bush with blue flowers
817,./image/Spirited_Away_77.jpg,a person in a room with a mask on
818,./image/Spirited_Away_78.jpg,a couple of people laying on top of a wooden floor
819,./image/Spirited_Away_79.jpg,a person wearing a mask standing in front of flowers
820,./image/Spirited_Away_8.jpg,a bunch of black and white balls with a person standing in the middle of them
821,./image/Spirited_Away_80.jpg,a close up of a person laying in a bed
822,./image/Spirited_Away_81.jpg,a painting of a train on a cloudy day
823,./image/Spirited_Away_82.jpg,a couple of people standing next to each other
824,./image/Spirited_Away_83.jpg,a couple of women sitting next to each other
825,./image/Spirited_Away_84.jpg,a bunch of pink flowers with a sign in the middle
826,./image/Spirited_Away_85.jpg,a woman in a red dress standing in front of a building
827,./image/Spirited_Away_86.jpg,a woman kneeling down next to a little girl
828,./image/Spirited_Away_87.jpg,a group of black and white animals surrounded by black and white balls
829,./image/Spirited_Away_88.jpg,a painting of a kitchen with a counter and stools
830,./image/Spirited_Away_9.jpg,a woman laying on top of a bed next to a stuffed animal
831,./image/Spirited_Away_90.jpg,a woman sitting next to a girl in a field of flowers
832,./image/Spirited_Away_91.jpg,a person sitting on a red couch in front of a window
